"cohortId","name","cohortName","logicDescription","phenotypeId","atlasId","concept_id","concept_name","concept_code","matching_drug_cohort_id","intersection_drug","intersection_event","fixed_TAR"
137,"generic_target_drug_cohort","Risperidone (TAR=30)","Risperidone (TAR=30)",0,0,735979,"Risperidone","35636",0,0,0,30
146,"generic_target_drug_cohort","Sulfasalazine (TAR=30)","Sulfasalazine (TAR=30)",0,0,964339,"Sulfasalazine","9524",0,0,0,30
43,"generic_target_drug_cohort","Diclofenac (TAR=30)","Diclofenac (TAR=30)",0,0,1124300,"Diclofenac","3355",0,0,0,30
136,"generic_target_drug_cohort","Rifabutin (TAR=30)","Rifabutin (TAR=30)",0,0,1777417,"Rifabutin","55672",0,0,0,30
94,"generic_target_drug_cohort","Mepivacaine (TAR=30)","Mepivacaine (TAR=30)",0,0,702774,"Mepivacaine","6759",0,0,0,30
1,"generic_target_drug_cohort","Abiraterone (TAR=30)","Abiraterone (TAR=30)",0,0,40239056,"abiraterone","1100072",0,0,0,30
64,"generic_target_drug_cohort","Fluticasone (TAR=30)","Fluticasone (TAR=30)",0,0,1149380,"fluticasone","41126",0,0,0,30
102,"generic_target_drug_cohort","Mirtazapine (TAR=30)","Mirtazapine (TAR=30)",0,0,725131,"Mirtazapine","15996",0,0,0,30
25,"generic_target_drug_cohort","Cefuroxime (TAR=30)","Cefuroxime (TAR=30)",0,0,1778162,"Cefuroxime","2194",0,0,0,30
120,"generic_target_drug_cohort","Paliperidone (TAR=30)","Paliperidone (TAR=30)",0,0,703244,"paliperidone","679314",0,0,0,30
66,"generic_target_drug_cohort","Furosemide (TAR=30)","Furosemide (TAR=30)",0,0,956874,"Furosemide","4603",0,0,0,30
31,"generic_target_drug_cohort","Cisatracurium (TAR=30)","Cisatracurium (TAR=30)",0,0,19015726,"Cisatracurium","319864",0,0,0,30
125,"generic_target_drug_cohort","Pravastatin (TAR=30)","Pravastatin (TAR=30)",0,0,1551860,"Pravastatin","42463",0,0,0,30
12,"generic_target_drug_cohort","Atomoxetine (TAR=30)","Atomoxetine (TAR=30)",0,0,742185,"atomoxetine","38400",0,0,0,30
159,"generic_target_drug_cohort","Vinorelbine (TAR=30)","Vinorelbine (TAR=30)",0,0,1343346,"vinorelbine","39541",0,0,0,30
122,"generic_target_drug_cohort","Perindopril (TAR=30)","Perindopril (TAR=30)",0,0,1373225,"Perindopril","54552",0,0,0,30
61,"generic_target_drug_cohort","Fludarabine (TAR=30)","Fludarabine (TAR=30)",0,0,1395557,"fludarabine","24698",0,0,0,30
139,"generic_target_drug_cohort","Rivastigmine (TAR=30)","Rivastigmine (TAR=30)",0,0,733523,"rivastigmine","183379",0,0,0,30
140,"generic_target_drug_cohort","Rocuronium (TAR=30)","Rocuronium (TAR=30)",0,0,19003953,"Rocuronium","68139",0,0,0,30
74,"generic_target_drug_cohort","Ibuprofen (TAR=30)","Ibuprofen (TAR=30)",0,0,1177480,"Ibuprofen","5640",0,0,0,30
16,"generic_target_drug_cohort","Bleomycin (TAR=30)","Bleomycin (TAR=30)",0,0,1329241,"Bleomycin","1622",0,0,0,30
28,"generic_target_drug_cohort","Chlorhexidine (TAR=30)","Chlorhexidine (TAR=30)",0,0,1790812,"Chlorhexidine","2358",0,0,0,30
141,"generic_target_drug_cohort","Rosuvastatin (TAR=30)","Rosuvastatin (TAR=30)",0,0,1510813,"rosuvastatin","301542",0,0,0,30
87,"generic_target_drug_cohort","Lidocaine (TAR=30)","Lidocaine (TAR=30)",0,0,989878,"Lidocaine","6387",0,0,0,30
6,"generic_target_drug_cohort","Amitriptyline (TAR=30)","Amitriptyline (TAR=30)",0,0,710062,"Amitriptyline","704",0,0,0,30
23,"generic_target_drug_cohort","Cefepime (TAR=30)","Cefepime (TAR=30)",0,0,1748975,"cefepime","20481",0,0,0,30
9,"generic_target_drug_cohort","Ampicillin (TAR=30)","Ampicillin (TAR=30)",0,0,1717327,"Ampicillin","733",0,0,0,30
58,"generic_target_drug_cohort","Finasteride (TAR=30)","Finasteride (TAR=30)",0,0,996416,"Finasteride","25025",0,0,0,30
132,"generic_target_drug_cohort","Quetiapine (TAR=30)","Quetiapine (TAR=30)",0,0,766814,"quetiapine","51272",0,0,0,30
160,"generic_target_drug_cohort","Voriconazole (TAR=30)","Voriconazole (TAR=30)",0,0,1714277,"voriconazole","121243",0,0,0,30
20,"generic_target_drug_cohort","Carbamazepine (TAR=30)","Carbamazepine (TAR=30)",0,0,740275,"Carbamazepine","2002",0,0,0,30
90,"generic_target_drug_cohort","Magnesium sulfate (TAR=30)","Magnesium sulfate (TAR=30)",0,0,19093848,"Magnesium Sulfate","6585",0,0,0,30
52,"generic_target_drug_cohort","Erythromycin (TAR=30)","Erythromycin (TAR=30)",0,0,1746940,"Erythromycin","4053",0,0,0,30
142,"generic_target_drug_cohort","Sertraline (TAR=30)","Sertraline (TAR=30)",0,0,739138,"Sertraline","36437",0,0,0,30
70,"generic_target_drug_cohort","Haloperidol (TAR=30)","Haloperidol (TAR=30)",0,0,766529,"Haloperidol","5093",0,0,0,30
124,"generic_target_drug_cohort","Pomalidomide (TAR=30)","Pomalidomide (TAR=30)",0,0,43014237,"pomalidomide","1369713",0,0,0,30
3,"generic_target_drug_cohort","Allopurinol (TAR=30)","Allopurinol (TAR=30)",0,0,1167322,"Allopurinol","519",0,0,0,30
118,"generic_target_drug_cohort","Oxytocin (TAR=30)","Oxytocin (TAR=30)",0,0,1326115,"Oxytocin","7824",0,0,0,30
121,"generic_target_drug_cohort","Pantoprazole (TAR=30)","Pantoprazole (TAR=30)",0,0,948078,"pantoprazole","40790",0,0,0,30
36,"generic_target_drug_cohort","Clonidine (TAR=30)","Clonidine (TAR=30)",0,0,1398937,"Clonidine","2599",0,0,0,30
53,"generic_target_drug_cohort","Escitalopram (TAR=30)","Escitalopram (TAR=30)",0,0,715939,"Escitalopram","321988",0,0,0,30
49,"generic_target_drug_cohort","Duloxetine (TAR=30)","Duloxetine (TAR=30)",0,0,715259,"duloxetine","72625",0,0,0,30
33,"generic_target_drug_cohort","Cladribine (TAR=30)","Cladribine (TAR=30)",0,0,19054825,"Cladribine","44157",0,0,0,30
162,"generic_target_drug_cohort","Zoledronic acid (TAR=30)","Zoledronic acid (TAR=30)",0,0,1524674,"zoledronic acid","77655",0,0,0,30
109,"generic_target_drug_cohort","Nifedipine (TAR=30)","Nifedipine (TAR=30)",0,0,1318853,"Nifedipine","7417",0,0,0,30
143,"generic_target_drug_cohort","Sildenafil (TAR=30)","Sildenafil (TAR=30)",0,0,1316262,"sildenafil","136411",0,0,0,30
154,"generic_target_drug_cohort","Topiramate (TAR=30)","Topiramate (TAR=30)",0,0,742267,"topiramate","38404",0,0,0,30
13,"generic_target_drug_cohort","Azathioprine (TAR=30)","Azathioprine (TAR=30)",0,0,19014878,"Azathioprine","1256",0,0,0,30
44,"generic_target_drug_cohort","Digoxin (TAR=30)","Digoxin (TAR=30)",0,0,1326303,"Digoxin","3407",0,0,0,30
2,"generic_target_drug_cohort","Acetazolamide (TAR=30)","Acetazolamide (TAR=30)",0,0,929435,"Acetazolamide","167",0,0,0,30
77,"generic_target_drug_cohort","Iodixanol (TAR=30)","Iodixanol (TAR=30)",0,0,19003201,"iodixanol","27729",0,0,0,30
158,"generic_target_drug_cohort","Venlafaxine (TAR=30)","Venlafaxine (TAR=30)",0,0,743670,"venlafaxine","39786",0,0,0,30
32,"generic_target_drug_cohort","Citalopram (TAR=30)","Citalopram (TAR=30)",0,0,797617,"Citalopram","2556",0,0,0,30
63,"generic_target_drug_cohort","Fluoxetine (TAR=30)","Fluoxetine (TAR=30)",0,0,755695,"Fluoxetine","4493",0,0,0,30
161,"generic_target_drug_cohort","Warfarin (TAR=30)","Warfarin (TAR=30)",0,0,1310149,"Warfarin","11289",0,0,0,30
93,"generic_target_drug_cohort","Memantine (TAR=30)","Memantine (TAR=30)",0,0,701322,"Memantine","6719",0,0,0,30
78,"generic_target_drug_cohort","Irinotecan (TAR=30)","Irinotecan (TAR=30)",0,0,1367268,"irinotecan","51499",0,0,0,30
18,"generic_target_drug_cohort","Cabazitaxel (TAR=30)","Cabazitaxel (TAR=30)",0,0,40222431,"cabazitaxel","996051",0,0,0,30
24,"generic_target_drug_cohort","Ceftriaxone (TAR=30)","Ceftriaxone (TAR=30)",0,0,1777806,"Ceftriaxone","2193",0,0,0,30
29,"generic_target_drug_cohort","Cilostazol (TAR=30)","Cilostazol (TAR=30)",0,0,1350310,"cilostazol","21107",0,0,0,30
129,"generic_target_drug_cohort","Progesterone (TAR=30)","Progesterone (TAR=30)",0,0,1552310,"Progesterone","8727",0,0,0,30
80,"generic_target_drug_cohort","Lamivudine (TAR=30)","Lamivudine (TAR=30)",0,0,1704183,"Lamivudine","68244",0,0,0,30
145,"generic_target_drug_cohort","Sorafenib (TAR=30)","Sorafenib (TAR=30)",0,0,1363387,"sorafenib","495881",0,0,0,30
92,"generic_target_drug_cohort","Melphalan (TAR=30)","Melphalan (TAR=30)",0,0,1301267,"Melphalan","6718",0,0,0,30
116,"generic_target_drug_cohort","Oseltamivir (TAR=30)","Oseltamivir (TAR=30)",0,0,1799139,"Oseltamivir","260101",0,0,0,30
84,"generic_target_drug_cohort","Levetiracetam (TAR=30)","Levetiracetam (TAR=30)",0,0,711584,"Levetiracetam","114477",0,0,0,30
4,"generic_target_drug_cohort","Alprazolam (TAR=30)","Alprazolam (TAR=30)",0,0,781039,"Alprazolam","596",0,0,0,30
89,"generic_target_drug_cohort","Lorazepam (TAR=30)","Lorazepam (TAR=30)",0,0,791967,"Lorazepam","6470",0,0,0,30
233,"generic_target_drug_cohort","Heparin (TAR=90)","Heparin (TAR=90)",0,0,1367571,"heparin","5224",0,0,0,90
313,"generic_target_drug_cohort","Teriflunomide (TAR=90)","Teriflunomide (TAR=90)",0,0,42900584,"teriflunomide","1310520",0,0,0,90
204,"generic_target_drug_cohort","Dexamethasone (TAR=90)","Dexamethasone (TAR=90)",0,0,1518254,"Dexamethasone","3264",0,0,0,90
222,"generic_target_drug_cohort","Fluconazole (TAR=90)","Fluconazole (TAR=90)",0,0,1754994,"Fluconazole","4450",0,0,0,90
289,"generic_target_drug_cohort","Prednisone (TAR=90)","Prednisone (TAR=90)",0,0,1551099,"Prednisone","8640",0,0,0,90
224,"generic_target_drug_cohort","Fluorouracil (TAR=90)","Fluorouracil (TAR=90)",0,0,955632,"Fluorouracil","4492",0,0,0,90
212,"generic_target_drug_cohort","Enoxaparin (TAR=90)","Enoxaparin (TAR=90)",0,0,1301025,"Enoxaparin","67108",0,0,0,90
269,"generic_target_drug_cohort","Naproxen (TAR=90)","Naproxen (TAR=90)",0,0,1115008,"Naproxen","7258",0,0,0,90
201,"generic_target_drug_cohort","Cyclophosphamide (TAR=90)","Cyclophosphamide (TAR=90)",0,0,1310317,"Cyclophosphamide","3002",0,0,0,90
314,"generic_target_drug_cohort","Testosterone (TAR=90)","Testosterone (TAR=90)",0,0,1636780,"Testosterone","10379",0,0,0,90
183,"generic_target_drug_cohort","Carboplatin (TAR=90)","Carboplatin (TAR=90)",0,0,1344905,"Carboplatin","40048",0,0,0,90
279,"generic_target_drug_cohort","Oxaliplatin (TAR=90)","Oxaliplatin (TAR=90)",0,0,1318011,"oxaliplatin","32592",0,0,0,90
231,"generic_target_drug_cohort","Glatiramer (TAR=90)","Glatiramer (TAR=90)",0,0,751889,"Glatiramer","214582",0,0,0,90
300,"generic_target_drug_cohort","Rivaroxaban (TAR=90)","Rivaroxaban (TAR=90)",0,0,40241331,"rivaroxaban","1114195",0,0,0,90
203,"generic_target_drug_cohort","Dabigatran (TAR=90)","Dabigatran (TAR=90)",0,0,45775372,"dabigatran","1546356",0,0,0,90
217,"generic_target_drug_cohort","Everolimus (TAR=90)","Everolimus (TAR=90)",0,0,19011440,"everolimus","141704",0,0,0,90
266,"generic_target_drug_cohort","Morphine (TAR=90)","Morphine (TAR=90)",0,0,1110410,"Morphine","7052",0,0,0,90
260,"generic_target_drug_cohort","Methylprednisolone (TAR=90)","Methylprednisolone (TAR=90)",0,0,1506270,"Methylprednisolone","6902",0,0,0,90
292,"generic_target_drug_cohort","Propofol (TAR=90)","Propofol (TAR=90)",0,0,753626,"Propofol","8782",0,0,0,90
216,"generic_target_drug_cohort","Esomeprazole (TAR=90)","Esomeprazole (TAR=90)",0,0,904453,"Esomeprazole","283742",0,0,0,90
213,"generic_target_drug_cohort","Epirubicin (TAR=90)","Epirubicin (TAR=90)",0,0,1344354,"Epirubicin","3995",0,0,0,90
167,"generic_target_drug_cohort","Amiodarone (TAR=90)","Amiodarone (TAR=90)",0,0,1309944,"Amiodarone","703",0,0,0,90
237,"generic_target_drug_cohort","Ifosfamide (TAR=90)","Ifosfamide (TAR=90)",0,0,19078187,"Ifosfamide","5657",0,0,0,90
290,"generic_target_drug_cohort","Pregabalin (TAR=90)","Pregabalin (TAR=90)",0,0,734354,"pregabalin","187832",0,0,0,90
219,"generic_target_drug_cohort","Fentanyl (TAR=90)","Fentanyl (TAR=90)",0,0,1154029,"Fentanyl","4337",0,0,0,90
227,"generic_target_drug_cohort","Fulvestrant (TAR=90)","Fulvestrant (TAR=90)",0,0,1304044,"fulvestrant","282357",0,0,0,90
293,"generic_target_drug_cohort","Propranolol (TAR=90)","Propranolol (TAR=90)",0,0,1353766,"Propranolol","8787",0,0,0,90
230,"generic_target_drug_cohort","Gemcitabine (TAR=90)","Gemcitabine (TAR=90)",0,0,1314924,"gemcitabine","12574",0,0,0,90
248,"generic_target_drug_cohort","Levothyroxine (TAR=90)","Levothyroxine (TAR=90)",0,0,1501700,"levothyroxine","10582",0,0,0,90
311,"generic_target_drug_cohort","Tadalafil (TAR=90)","Tadalafil (TAR=90)",0,0,1336926,"tadalafil","358263",0,0,0,90
200,"generic_target_drug_cohort","Clozapine (TAR=90)","Clozapine (TAR=90)",0,0,800878,"Clozapine","2626",0,0,0,90
319,"generic_target_drug_cohort","Vancomycin (TAR=90)","Vancomycin (TAR=90)",0,0,1707687,"Vancomycin","11124",0,0,0,90
218,"generic_target_drug_cohort","Exemestane (TAR=90)","Exemestane (TAR=90)",0,0,1398399,"exemestane","258494",0,0,0,90
199,"generic_target_drug_cohort","Clopidogrel (TAR=90)","Clopidogrel (TAR=90)",0,0,1322184,"clopidogrel","32968",0,0,0,90
297,"generic_target_drug_cohort","Ribavirin (TAR=90)","Ribavirin (TAR=90)",0,0,1762711,"Ribavirin","9344",0,0,0,90
